"","RowNames","Cases","Intcpt","Trend","CosAnnual","SinAnnual","CosSemiAnnual","SinSemiAnnual"
"1",1,0,1,-0.072,1,1.46952762458685e-15,1,2.93905524917371e-15
"2",2,1,1,-0.071,0.86602540378444,0.499999999999998,0.500000000000005,0.866025403784436
"3",3,0,1,-0.07,0.5,0.866025403784439,-0.5,0.866025403784438
"4",4,0,1,-0.069,-3.18465414629598e-15,1,-1,-6.36930829259197e-15
"5",5,1,1,-0.068,-0.499999999999999,0.866025403784439,-0.500000000000002,-0.866025403784438
"6",6,3,1,-0.067,-0.86602540378444,0.499999999999998,0.500000000000003,-0.866025403784437
"7",7,9,1,-0.066,-1,2.20564668959589e-15,1,-4.41129337919177e-15
"8",8,2,1,-0.065,-0.866025403784438,-0.500000000000001,0.499999999999999,0.866025403784439
"9",9,3,1,-0.064,-0.499999999999997,-0.86602540378444,-0.500000000000006,0.866025403784435
"10",10,5,1,-0.063,-4.90520167886754e-16,-1,-1,9.81040335773509e-16
"11",11,3,1,-0.062,0.500000000000002,-0.866025403784437,-0.499999999999996,-0.866025403784441
"12",12,5,1,-0.061,0.86602540378444,-0.499999999999998,0.500000000000003,-0.866025403784437
"13",13,2,1,-0.06,1,4.77732003262288e-15,1,9.55464006524576e-15
"14",14,2,1,-0.059,0.866025403784438,0.500000000000001,0.499999999999999,0.866025403784439
"15",15,0,1,-0.058,0.5,0.866025403784439,-0.5,0.866025403784439
"16",16,1,1,-0.057,-2.93973287553151e-15,1,-1,-5.87946575106302e-15
"17",17,0,1,-0.056,-0.500000000000002,0.866025403784437,-0.499999999999996,-0.866025403784441
"18",18,1,1,-0.055,-0.866025403784438,0.500000000000002,0.499999999999997,-0.86602540378444
"19",19,3,1,-0.054,-1,-1.10214571844014e-15,1,2.20429143688028e-15
"20",20,3,1,-0.053,-0.866025403784438,-0.5,0.499999999999999,0.866025403784439
"21",21,2,1,-0.052,-0.5,-0.866025403784439,-0.5,0.866025403784439
"22",22,1,1,-0.051,2.81727224014927e-15,-1,-1,-5.63454448029854e-15
"23",23,1,1,-0.05,0.499999999999999,-0.866025403784439,-0.500000000000002,-0.866025403784437
"24",24,5,1,-0.049,0.866025403784439,-0.499999999999999,0.500000000000003,-0.866025403784437
"25",25,0,1,-0.048,1,9.79685083057902e-16,1,1.9593701661158e-15
"26",26,3,1,-0.047,0.866025403784438,0.5,0.499999999999999,0.866025403784439
"27",27,1,1,-0.046,0.499999999999997,0.86602540378444,-0.500000000000006,0.866025403784435
"28",28,0,1,-0.045,8.57902074033468e-16,1,-1,1.71580414806694e-15
"29",29,1,1,-0.044,-0.500000000000002,0.866025403784438,-0.499999999999996,-0.866025403784441
"30",30,4,1,-0.043,-0.866025403784439,0.499999999999999,0.500000000000003,-0.866025403784437
"31",31,0,1,-0.042,-1,-8.57224447675664e-16,1,1.71444889535133e-15
"32",32,0,1,-0.041,-0.866025403784437,-0.500000000000003,0.499999999999993,0.866025403784442
"33",33,1,1,-0.04,-0.5,-0.866025403784438,-0.499999999999999,0.866025403784439
"34",34,6,1,-0.039,2.5723509693848e-15,-1,-1,-5.14470193876959e-15
"35",35,14,1,-0.038,0.500000000000002,-0.866025403784438,-0.499999999999997,-0.866025403784441
"36",36,1,1,-0.037,0.866025403784439,-0.499999999999999,0.500000000000002,-0.866025403784437
"37",37,1,1,-0.036,1,7.34763812293426e-16,1,1.46952762458685e-15
"38",38,0,1,-0.035,0.866025403784439,0.5,0.5,0.866025403784439
"39",39,0,1,-0.034,0.5,0.866025403784438,-0.499999999999999,0.866025403784439
"40",40,1,1,-0.033,1.10282334479794e-15,1,-1,2.20564668959589e-15
"41",41,1,1,-0.032,-0.500000000000002,0.866025403784438,-0.499999999999997,-0.86602540378444
"42",42,1,1,-0.031,-0.866025403784439,0.499999999999999,0.500000000000002,-0.866025403784437
"43",43,1,1,-0.03,-1,-2.38866001631144e-15,1,4.77732003262288e-15
"44",44,0,1,-0.029,-0.866025403784439,-0.5,0.5,0.866025403784439
"45",45,1,1,-0.028,-0.499999999999999,-0.866025403784439,-0.500000000000002,0.866025403784437
"46",46,0,1,-0.027,5.5107285922007e-16,-1,-1,-1.10214571844014e-15
"47",47,1,1,-0.026,0.5,-0.866025403784439,-0.5,-0.866025403784439
"48",48,0,1,-0.025,0.866025403784438,-0.500000000000001,0.499999999999999,-0.866025403784439
"49",49,1,1,-0.024,1,4.89842541528951e-16,1,9.79685083057902e-16
"50",50,0,1,-0.023,0.866025403784438,0.500000000000001,0.499999999999997,0.86602540378444
"51",51,1,1,-0.022,0.499999999999999,0.866025403784439,-0.500000000000002,0.866025403784438
"52",52,0,1,-0.021,-4.28612223837832e-16,1,-1,-8.57224447675664e-16
"53",53,1,1,-0.02,-0.5,0.866025403784439,-0.5,-0.866025403784438
"54",54,0,1,-0.019,-0.866025403784439,0.499999999999999,0.500000000000002,-0.866025403784438
"55",55,1,1,-0.018,-1,-3.67381906146713e-16,1,7.34763812293426e-16
"56",56,0,1,-0.017,-0.866025403784439,-0.5,0.5,0.866025403784438
"57",57,1,1,-0.016,-0.499999999999999,-0.866025403784439,-0.500000000000002,0.866025403784438
"58",58,0,1,-0.015,1.19433000815572e-15,-1,-1,-2.38866001631144e-15
"59",59,0,1,-0.014,0.500000000000001,-0.866025403784438,-0.499999999999999,-0.866025403784439
"60",60,2,1,-0.013,0.866025403784439,-0.5,0.5,-0.866025403784439
"61",61,0,1,-0.012,1,2.44921270764475e-16,1,4.89842541528951e-16
"62",62,1,1,-0.011,0.866025403784438,0.5,0.499999999999999,0.866025403784439
"63",63,0,1,-0.01,0.5,0.866025403784439,-0.5,0.866025403784439
"64",64,1,1,-0.009,-1.83690953073357e-16,1,-1,-3.67381906146713e-16
"65",65,0,1,-0.008,-0.5,0.866025403784438,-0.499999999999999,-0.866025403784439
"66",66,0,1,-0.007,-0.866025403784439,0.5,0.500000000000001,-0.866025403784438
"67",67,1,1,-0.006,-1,-1.22460635382238e-16,1,2.44921270764475e-16
"68",68,2,1,-0.005,-0.866025403784439,-0.5,0.5,0.866025403784439
"69",69,0,1,-0.004,-0.5,-0.866025403784439,-0.5,0.866025403784438
"70",70,0,1,-0.003,6.12303176911189e-17,-1,-1,-1.22460635382238e-16
"71",71,1,1,-0.002,0.5,-0.866025403784439,-0.5,-0.866025403784439
"72",72,2,1,-0.001,0.866025403784439,-0.5,0.5,-0.866025403784439
"73",73,0,1,0,1,0,1,0
"74",74,3,1,0.001,0.866025403784439,0.5,0.5,0.866025403784439
"75",75,1,1,0.002,0.5,0.866025403784439,-0.5,0.866025403784439
"76",76,1,1,0.003,6.12303176911189e-17,1,-1,1.22460635382238e-16
"77",77,0,1,0.004,-0.5,0.866025403784439,-0.5,-0.866025403784438
"78",78,2,1,0.005,-0.866025403784439,0.5,0.5,-0.866025403784439
"79",79,0,1,0.006,-1,1.22460635382238e-16,1,-2.44921270764475e-16
"80",80,4,1,0.007,-0.866025403784439,-0.5,0.500000000000001,0.866025403784438
"81",81,0,1,0.008,-0.5,-0.866025403784438,-0.499999999999999,0.866025403784439
"82",82,2,1,0.009,-1.83690953073357e-16,-1,-1,3.67381906146713e-16
"83",83,1,1,0.01,0.5,-0.866025403784439,-0.5,-0.866025403784439
"84",84,1,1,0.011,0.866025403784438,-0.5,0.499999999999999,-0.866025403784439
"85",85,1,1,0.012,1,-2.44921270764475e-16,1,-4.89842541528951e-16
"86",86,1,1,0.013,0.866025403784439,0.5,0.5,0.866025403784439
"87",87,0,1,0.014,0.500000000000001,0.866025403784438,-0.499999999999999,0.866025403784439
"88",88,1,1,0.015,1.19433000815572e-15,1,-1,2.38866001631144e-15
"89",89,1,1,0.016,-0.499999999999999,0.866025403784439,-0.500000000000002,-0.866025403784438
"90",90,0,1,0.017,-0.866025403784439,0.5,0.5,-0.866025403784438
"91",91,2,1,0.018,-1,3.67381906146713e-16,1,-7.34763812293426e-16
"92",92,1,1,0.019,-0.866025403784439,-0.499999999999999,0.500000000000002,0.866025403784438
"93",93,3,1,0.02,-0.5,-0.866025403784439,-0.5,0.866025403784438
"94",94,1,1,0.021,-4.28612223837832e-16,-1,-1,8.57224447675664e-16
"95",95,2,1,0.022,0.499999999999999,-0.866025403784439,-0.500000000000002,-0.866025403784438
"96",96,4,1,0.023,0.866025403784438,-0.500000000000001,0.499999999999997,-0.86602540378444
"97",97,0,1,0.024,1,-4.89842541528951e-16,1,-9.79685083057902e-16
"98",98,0,1,0.025,0.866025403784438,0.500000000000001,0.499999999999999,0.866025403784439
"99",99,0,1,0.026,0.5,0.866025403784439,-0.5,0.866025403784439
"100",100,1,1,0.027,5.5107285922007e-16,1,-1,1.10214571844014e-15
"101",101,0,1,0.028,-0.499999999999999,0.866025403784439,-0.500000000000002,-0.866025403784437
"102",102,1,1,0.029,-0.866025403784439,0.5,0.5,-0.866025403784439
"103",103,0,1,0.03,-1,2.38866001631144e-15,1,-4.77732003262288e-15
"104",104,2,1,0.031,-0.866025403784439,-0.499999999999999,0.500000000000002,0.866025403784437
"105",105,2,1,0.032,-0.500000000000002,-0.866025403784438,-0.499999999999997,0.86602540378444
"106",106,4,1,0.033,1.10282334479794e-15,-1,-1,-2.20564668959589e-15
"107",107,2,1,0.034,0.5,-0.866025403784438,-0.499999999999999,-0.866025403784439
"108",108,3,1,0.035,0.866025403784439,-0.5,0.5,-0.866025403784439
"109",109,3,1,0.036,1,-7.34763812293426e-16,1,-1.46952762458685e-15
"110",110,0,1,0.037,0.866025403784439,0.499999999999999,0.500000000000002,0.866025403784437
"111",111,0,1,0.038,0.500000000000002,0.866025403784438,-0.499999999999997,0.866025403784441
"112",112,2,1,0.039,2.5723509693848e-15,1,-1,5.14470193876959e-15
"113",113,7,1,0.04,-0.5,0.866025403784438,-0.499999999999999,-0.866025403784439
"114",114,8,1,0.041,-0.866025403784437,0.500000000000003,0.499999999999993,-0.866025403784442
"115",115,2,1,0.042,-1,8.57224447675664e-16,1,-1.71444889535133e-15
"116",116,4,1,0.043,-0.866025403784439,-0.499999999999999,0.500000000000003,0.866025403784437
"117",117,1,1,0.044,-0.500000000000002,-0.866025403784438,-0.499999999999996,0.866025403784441
"118",118,1,1,0.045,8.57902074033468e-16,-1,-1,-1.71580414806694e-15
"119",119,2,1,0.046,0.499999999999997,-0.86602540378444,-0.500000000000006,-0.866025403784435
"120",120,4,1,0.047,0.866025403784438,-0.5,0.499999999999999,-0.866025403784439
"121",121,0,1,0.048,1,-9.79685083057902e-16,1,-1.9593701661158e-15
"122",122,1,1,0.049,0.866025403784439,0.499999999999999,0.500000000000003,0.866025403784437
"123",123,1,1,0.05,0.499999999999999,0.866025403784439,-0.500000000000002,0.866025403784437
"124",124,1,1,0.051,2.81727224014927e-15,1,-1,5.63454448029854e-15
"125",125,3,1,0.052,-0.5,0.866025403784439,-0.5,-0.866025403784439
"126",126,0,1,0.053,-0.866025403784438,0.5,0.499999999999999,-0.866025403784439
"127",127,0,1,0.054,-1,1.10214571844014e-15,1,-2.20429143688028e-15
"128",128,0,1,0.055,-0.866025403784438,-0.500000000000002,0.499999999999997,0.86602540378444
"129",129,0,1,0.056,-0.500000000000002,-0.866025403784437,-0.499999999999996,0.866025403784441
"130",130,1,1,0.057,-2.93973287553151e-15,-1,-1,5.87946575106302e-15
"131",131,0,1,0.058,0.5,-0.866025403784439,-0.5,-0.866025403784439
"132",132,1,1,0.059,0.866025403784438,-0.500000000000001,0.499999999999999,-0.866025403784439
"133",133,1,1,0.06,1,-4.77732003262288e-15,1,-9.55464006524576e-15
"134",134,0,1,0.061,0.86602540378444,0.499999999999998,0.500000000000003,0.866025403784437
"135",135,0,1,0.062,0.500000000000002,0.866025403784437,-0.499999999999996,0.866025403784441
"136",136,0,1,0.063,-4.90520167886754e-16,1,-1,-9.81040335773509e-16
"137",137,0,1,0.064,-0.499999999999997,0.86602540378444,-0.500000000000006,-0.866025403784435
"138",138,0,1,0.065,-0.866025403784438,0.500000000000001,0.499999999999999,-0.866025403784439
"139",139,1,1,0.066,-1,-2.20564668959589e-15,1,4.41129337919177e-15
"140",140,2,1,0.067,-0.86602540378444,-0.499999999999998,0.500000000000003,0.866025403784437
"141",141,0,1,0.068,-0.499999999999999,-0.866025403784439,-0.500000000000002,0.866025403784438
"142",142,2,1,0.069,-3.18465414629598e-15,-1,-1,6.36930829259197e-15
"143",143,0,1,0.07,0.5,-0.866025403784439,-0.5,-0.866025403784438
"144",144,0,1,0.071,0.86602540378444,-0.499999999999998,0.500000000000005,-0.866025403784436
"145",145,0,1,0.072,1,-1.46952762458685e-15,1,-2.93905524917371e-15
"146",146,1,1,0.073,0.866025403784441,0.499999999999995,0.50000000000001,0.866025403784433
"147",147,0,1,0.074,0.500000000000002,0.866025403784437,-0.499999999999995,0.866025403784441
"148",148,1,1,0.075,-2.45598897122279e-16,1,-1,-4.91197794244558e-16
"149",149,0,1,0.076,-0.499999999999997,0.866025403784441,-0.500000000000007,-0.866025403784435
"150",150,1,1,0.077,-0.866025403784438,0.500000000000001,0.499999999999998,-0.86602540378444
"151",151,0,1,0.078,-1,5.14470193876959e-15,1,-1.02894038775392e-14
"152",152,2,1,0.079,-0.86602540378444,-0.499999999999998,0.500000000000004,0.866025403784436
"153",153,0,1,0.08,-0.499999999999999,-0.866025403784439,-0.500000000000001,0.866025403784438
"154",154,0,1,0.081,-3.42957541706046e-15,-1,-1,6.85915083412092e-15
"155",155,1,1,0.082,0.499999999999993,-0.866025403784442,-0.500000000000013,-0.866025403784431
"156",156,2,1,0.083,0.86602540378444,-0.499999999999998,0.500000000000004,-0.866025403784436
"157",157,0,1,0.084,1,-1.71444889535133e-15,1,-3.42889779070266e-15
"158",158,1,1,0.085,0.866025403784438,0.500000000000001,0.499999999999998,0.86602540378444
"159",159,0,1,0.086,0.500000000000003,0.866025403784437,-0.499999999999995,0.866025403784442
"160",160,0,1,0.087,7.1047497312432e-15,1,-1,1.42094994624864e-14
"161",161,0,1,0.088,-0.499999999999996,0.866025403784441,-0.500000000000007,-0.866025403784434
"162",162,1,1,0.089,-0.866025403784438,0.500000000000001,0.499999999999998,-0.86602540378444
"163",163,2,1,0.09,-1,-1.71580414806694e-15,1,3.43160829613387e-15
"164",164,1,1,0.091,-0.86602540378444,-0.499999999999998,0.500000000000004,0.866025403784436
"165",165,0,1,0.092,-0.500000000000006,-0.866025403784435,-0.499999999999989,0.866025403784445
"166",166,1,1,0.093,-3.67449668782494e-15,-1,-1,7.34899337564987e-15
"167",167,3,1,0.094,0.499999999999999,-0.866025403784439,-0.500000000000001,-0.866025403784438
"168",168,6,1,0.095,0.86602540378444,-0.499999999999998,0.500000000000004,-0.866025403784436
